Program,Year,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
SURVEY,2019,MINNESOTA,27,STEVENS,149,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","3,780"
SURVEY,2019,MINNESOTA,27,STEVENS,149,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","3,900"
SURVEY,2019,MINNESOTA,27,STEVENS,149,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","154,000"
SURVEY,2019,MINNESOTA,27,STEVENS,149,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",40.7
SURVEY,2019,MINNESOTA,27,SWIFT,151,CORN,CORN - ACRES PLANTED,"170,500"
SURVEY,2019,MINNESOTA,27,SWIFT,151,CORN,"CORN, GRAIN - ACRES HARVESTED","155,400"
SURVEY,2019,MINNESOTA,27,SWIFT,151,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","27,243,000"
SURVEY,2019,MINNESOTA,27,SWIFT,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.3
SURVEY,2019,MINNESOTA,27,SWIFT,151,SOYBEANS,SOYBEANS - ACRES HARVESTED,"104,200"
SURVEY,2019,MINNESOTA,27,SWIFT,151,SOYBEANS,SOYBEANS - ACRES PLANTED,"105,000"
SURVEY,2019,MINNESOTA,27,SWIFT,151,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","4,459,000"
SURVEY,2019,MINNESOTA,27,SWIFT,151,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42.8
SURVEY,2019,MINNESOTA,27,SWIFT,151,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","2,220"
SURVEY,2019,MINNESOTA,27,SWIFT,151,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","2,300"
SURVEY,2019,MINNESOTA,27,SWIFT,151,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","113,000"
SURVEY,2019,MINNESOTA,27,SWIFT,151,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",50.9
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,CORN,CORN - ACRES PLANTED,"143,500"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,CORN,"CORN, GRAIN - ACRES HARVESTED","134,000"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","19,822,000"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.9
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,SOYBEANS,SOYBEANS - ACRES HARVESTED,"120,600"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,SOYBEANS,SOYBEANS - ACRES PLANTED,"121,500"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","4,680,000"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.8
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","9,530"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","10,000"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","451,000"
SURVEY,2019,MINNESOTA,27,TRAVERSE,155,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",47.3
SURVEY,2019,MINNESOTA,27,WILKIN,167,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","60,800"
SURVEY,2019,MINNESOTA,27,WILKIN,167,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","62,700"
SURVEY,2019,MINNESOTA,27,WILKIN,167,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","2,955,000"
SURVEY,2019,MINNESOTA,27,WILKIN,167,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",48.6
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,CORN,CORN - ACRES PLANTED,"163,000"
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,CORN,"CORN, GRAIN - ACRES HARVESTED","156,700"
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","27,114,000"
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,SOYBEANS,SOYBEANS - ACRES HARVESTED,"127,600"
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,SOYBEANS,SOYBEANS - ACRES PLANTED,"129,000"
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","5,625,000"
SURVEY,2019,MINNESOTA,27,YELLOW MEDICINE,173,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.1
SURVEY,2018,MINNESOTA,27,BENTON,9,CORN,CORN - ACRES PLANTED,"53,900"
SURVEY,2018,MINNESOTA,27,BENTON,9,CORN,"CORN, GRAIN - ACRES HARVESTED","41,800"
SURVEY,2018,MINNESOTA,27,BENTON,9,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","7,651,000"
SURVEY,2018,MINNESOTA,27,BENTON,9,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183
SURVEY,2018,MINNESOTA,27,BENTON,9,SOYBEANS,SOYBEANS - ACRES HARVESTED,"36,600"
SURVEY,2018,MINNESOTA,27,BENTON,9,SOYBEANS,SOYBEANS - ACRES PLANTED,"37,600"
SURVEY,2018,MINNESOTA,27,BENTON,9,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,668,000"
SURVEY,2018,MINNESOTA,27,BENTON,9,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.6
SURVEY,2018,MINNESOTA,27,CARVER,19,CORN,CORN - ACRES PLANTED,"56,200"
SURVEY,2018,MINNESOTA,27,CARVER,19,CORN,"CORN, GRAIN - ACRES HARVESTED","53,000"
SURVEY,2018,MINNESOTA,27,CARVER,19,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,471,000"
SURVEY,2018,MINNESOTA,27,CARVER,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.7
SURVEY,2018,MINNESOTA,27,CARVER,19,OATS,OATS - ACRES HARVESTED,970
SURVEY,2018,MINNESOTA,27,CARVER,19,OATS,OATS - ACRES PLANTED,"1,400"
SURVEY,2018,MINNESOTA,27,CARVER,19,OATS,"OATS - PRODUCTION, MEASURED IN BU","53,500"
SURVEY,2018,MINNESOTA,27,CARVER,19,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55.2
SURVEY,2018,MINNESOTA,27,CARVER,19,SOYBEANS,SOYBEANS - ACRES HARVESTED,"40,500"
SURVEY,2018,MINNESOTA,27,CARVER,19,SOYBEANS,SOYBEANS - ACRES PLANTED,"41,000"
SURVEY,2018,MINNESOTA,27,CARVER,19,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","2,209,000"
SURVEY,2018,MINNESOTA,27,CARVER,19,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.5
SURVEY,2018,MINNESOTA,27,CARVER,19,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",730
SURVEY,2018,MINNESOTA,27,CARVER,19,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",800
SURVEY,2018,MINNESOTA,27,CARVER,19,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","23,700"
SURVEY,2018,MINNESOTA,27,CARVER,19,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",32.5
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","6,300"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","6,600"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT","132,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE","2,100"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,CORN,CORN - ACRES PLANTED,"160,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,CORN,"CORN, GRAIN - ACRES HARVESTED","153,400"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","30,127,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.4
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,CORN,"CORN, SILAGE - ACRES HARVESTED","5,010"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","116,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",23
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,OATS,OATS - ACRES HARVESTED,940
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,OATS,OATS - ACRES PLANTED,"1,300"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,OATS,"OATS - PRODUCTION, MEASURED IN BU","60,300"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",64.1
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SOYBEANS,SOYBEANS - ACRES HARVESTED,"105,900"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SOYBEANS,SOYBEANS - ACRES PLANTED,"107,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","5,702,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.8
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SUGARBEETS,SUGARBEETS - ACRES HARVESTED,"15,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SUGARBEETS,SUGARBEETS - ACRES PLANTED,"15,200"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SUGARBEETS,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","326,000"
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SUGARBEETS,"SUGARBEETS - SUCROSE, MEASURED IN PCT",14.89
SURVEY,2018,MINNESOTA,27,KANDIYOHI,67,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",21.7
SURVEY,2018,MINNESOTA,27,MCLEOD,85,CORN,CORN - ACRES PLANTED,"113,500"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,CORN,"CORN, GRAIN - ACRES HARVESTED","111,900"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,501,000"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.2
SURVEY,2018,MINNESOTA,27,MCLEOD,85,OATS,OATS - ACRES HARVESTED,540
SURVEY,2018,MINNESOTA,27,MCLEOD,85,OATS,OATS - ACRES PLANTED,900
SURVEY,2018,MINNESOTA,27,MCLEOD,85,OATS,"OATS - PRODUCTION, MEASURED IN BU","33,300"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",61.7
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SOYBEANS,SOYBEANS - ACRES HARVESTED,"93,000"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SOYBEANS,SOYBEANS - ACRES PLANTED,"94,000"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","4,681,000"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.3
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SUGARBEETS,SUGARBEETS - ACRES HARVESTED,"1,800"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SUGARBEETS,SUGARBEETS - ACRES PLANTED,"1,800"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SUGARBEETS,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","29,500"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SUGARBEETS,"SUGARBEETS - SUCROSE, MEASURED IN PCT",14.92
SURVEY,2018,MINNESOTA,27,MCLEOD,85,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",16.4
SURVEY,2018,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,290"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,400"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","39,500"
SURVEY,2018,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",30.6
SURVEY,2018,MINNESOTA,27,MEEKER,93,OATS,OATS - ACRES HARVESTED,860
SURVEY,2018,MINNESOTA,27,MEEKER,93,OATS,OATS - ACRES PLANTED,"1,600"
SURVEY,2018,MINNESOTA,27,MEEKER,93,OATS,"OATS - PRODUCTION, MEASURED IN BU","54,700"
SURVEY,2018,MINNESOTA,27,MEEKER,93,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63.6
SURVEY,2018,MINNESOTA,27,MEEKER,93,SUGARBEETS,SUGARBEETS - ACRES HARVESTED,"2,800"
SURVEY,2018,MINNESOTA,27,MEEKER,93,SUGARBEETS,SUGARBEETS - ACRES PLANTED,"2,800"
SURVEY,2018,MINNESOTA,27,MEEKER,93,SUGARBEETS,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","54,500"
SURVEY,2018,MINNESOTA,27,MEEKER,93,SUGARBEETS,"SUGARBEETS - SUCROSE, MEASURED IN PCT",14.53
SURVEY,2018,MINNESOTA,27,MEEKER,93,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",19.5
SURVEY,2018,MINNESOTA,27,MEEKER,93,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,670"
SURVEY,2018,MINNESOTA,27,MEEKER,93,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,700"
SURVEY,2018,MINNESOTA,27,MEEKER,93,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","56,600"
SURVEY,2018,MINNESOTA,27,MEEKER,93,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",33.9
SURVEY,2018,MINNESOTA,27,MORRISON,97,CORN,CORN - ACRES PLANTED,"97,000"
SURVEY,2018,MINNESOTA,27,MORRISON,97,CORN,"CORN, GRAIN - ACRES HARVESTED","65,600"
SURVEY,2018,MINNESOTA,27,MORRISON,97,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","11,787,000"
SURVEY,2018,MINNESOTA,27,MORRISON,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.7
SURVEY,2018,MINNESOTA,27,MORRISON,97,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","25,300"
SURVEY,2018,MINNESOTA,27,MORRISON,97,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","53,200"
SURVEY,2018,MINNESOTA,27,MORRISON,97,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",2.1
SURVEY,2018,MINNESOTA,27,MORRISON,97,HAY,"HAY, ALFALFA - ACRES HARVESTED","27,600"
SURVEY,2018,MINNESOTA,27,MORRISON,97,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","76,500"
SURVEY,2018,MINNESOTA,27,MORRISON,97,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.75
SURVEY,2018,MINNESOTA,27,MORRISON,97,SOYBEANS,SOYBEANS - ACRES HARVESTED,"37,600"
SURVEY,2018,MINNESOTA,27,MORRISON,97,SOYBEANS,SOYBEANS - ACRES PLANTED,"39,000"
SURVEY,2018,MINNESOTA,27,MORRISON,97,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,678,000"
SURVEY,2018,MINNESOTA,27,MORRISON,97,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.6
SURVEY,2018,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,630"
SURVEY,2018,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,700"
SURVEY,2018,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","68,600"
SURVEY,2018,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",42.1
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,BARLEY - ACRES HARVESTED,"5,460"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,BARLEY - ACRES PLANTED,"8,600"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU","318,100"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",58.3
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES HARVESTED","24,400"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - ACRES PLANTED","24,700"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - PRODUCTION, MEASURED IN CWT","621,000"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS - YIELD, MEASURED IN LB / ACRE","2,550"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,CORN - ACRES PLANTED,"255,100"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - ACRES HARVESTED","244,200"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","44,845,000"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.6
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, SILAGE - ACRES HARVESTED","69,370"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","1,615,800"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",23.5
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED","75,800"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS","182,300"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",2.4
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - ACRES HARVESTED","90,250"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","264,500"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",2.95
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,OATS - ACRES HARVESTED,"10,590"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,OATS - ACRES PLANTED,"15,800"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,"OATS - PRODUCTION, MEASURED IN BU","560,100"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",52.9
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES HARVESTED,"306,600"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES PLANTED,"311,400"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","15,134,000"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.4
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","17,230"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","17,700"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","661,000"
SURVEY,2018,MINNESOTA,27,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",38.4
SURVEY,2018,MINNESOTA,27,RENVILLE,129,CORN,CORN - ACRES PLANTED,"251,000"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,CORN,"CORN, GRAIN - ACRES HARVESTED","243,000"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","43,656,000"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.7
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SOYBEANS,SOYBEANS - ACRES HARVESTED,"196,800"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SOYBEANS,SOYBEANS - ACRES PLANTED,"199,000"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","10,678,000"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.3
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SUGARBEETS,SUGARBEETS - ACRES HARVESTED,"36,600"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SUGARBEETS,SUGARBEETS - ACRES PLANTED,"38,100"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SUGARBEETS,"SUGARBEETS - PRODUCTION, MEASURED IN TONS","641,000"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SUGARBEETS,"SUGARBEETS - SUCROSE, MEASURED IN PCT",14.59
SURVEY,2018,MINNESOTA,27,RENVILLE,129,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",17.5
SURVEY,2018,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","3,110"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","3,200"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","103,000"
SURVEY,2018,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",33.1
SURVEY,2018,MINNESOTA,27,SCOTT,139,OATS,OATS - ACRES HARVESTED,580
SURVEY,2018,MINNESOTA,27,SCOTT,139,OATS,OATS - ACRES PLANTED,"1,300"
SURVEY,2018,MINNESOTA,27,SCOTT,139,OATS,"OATS - PRODUCTION, MEASURED IN BU","28,300"
SURVEY,2018,MINNESOTA,27,SCOTT,139,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",48.8
SURVEY,2018,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",370
SURVEY,2018,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",500
SURVEY,2018,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","11,500"
SURVEY,2018,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",31.1
SURVEY,2018,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, SILAGE - ACRES HARVESTED",670
SURVEY,2018,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","13,200"
SURVEY,2018,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",19.5
SURVEY,2018,MINNESOTA,27,SHERBURNE,141,HAY,"HAY, ALFALFA - ACRES HARVESTED","3,750"
SURVEY,2018,MINNESOTA,27,SHERBURNE,141,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","7,300"
SURVEY,2018,MINNESOTA,27,SHERBURNE,141,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",1.95
SURVEY,2018,MINNESOTA,27,SIBLEY,143,CORN,CORN - ACRES PLANTED,"153,000"
